id,cav_total,cav_largest,cav_count,cav_vol_frac,cav_VH_total,cav_VH_largest,cav_VL_total,cav_VL_largest,cav_CH1_total,cav_CH1_largest,cav_CL_total,cav_CL_largest,pack_fab_mean,pack_fab_median,pack_fab_q10,pack_VH_mean,pack_VH_median,pack_VH_q10,pack_VL_mean,pack_VL_median,pack_VL_q10,pack_CH1_mean,pack_CH1_median,pack_CH1_q10,pack_CL_mean,pack_CL_median,pack_CL_q10,pack_CDR_mean,pack_CDR_median,pack_CDR_q10,pack_FW_mean,pack_FW_median,pack_FW_q10
ADI-47291,329.0,55.0,10.0,0.0010212950890916993,119.61077844311377,119.61077844311377,95.40718562874252,95.40718562874252,83.58682634730539,83.58682634730539,93.437125748503,93.437125748503,39.117370892018776,38.0,30.0,39.91935483870968,39.5,29.1,39.18518518518518,38.5,30.3,37.51020408163265,36.0,28.8,39.645833333333336,38.0,31.4,40.0,43.0,29.5,39.455555555555556,38.0,29.9
ADI-47082,436.0,72.0,16.0,0.0016546489563567363,171.83529411764707,171.83529411764707,145.0890756302521,145.0890756302521,102.58823529411765,102.58823529411765,103.68739495798319,103.68739495798319,38.73684210526316,38.0,29.0,39.08620689655172,38.5,29.0,39.01851851851852,40.0,29.3,37.54,37.0,29.0,39.255319148936174,38.0,31.0,39.13636363636363,41.5,33.0,39.03333333333333,39.0,29.0
ADI-47197,175.0,24.0,9.0,0.0005425347222222222,60.034013605442176,60.034013605442176,50.17006802721089,50.17006802721089,45.91836734693877,45.91836734693877,45.40816326530612,45.40816326530612,39.69668246445497,39.0,31.0,40.45762711864407,40.0,31.0,41.18181818181818,41.0,31.4,37.59183673469388,37.0,29.0,39.208333333333336,37.5,31.7,42.09090909090909,43.0,31.2,40.5,40.0,31.1
ADI-47085,91.0,27.0,4.0,0.00034026578122779857,29.24676616915423,29.24676616915423,25.987064676616914,25.987064676616914,24.357213930348262,24.357213930348262,24.90049751243781,24.90049751243781,39.45192307692308,38.5,30.0,40.285714285714285,40.0,30.0,39.96363636363636,38.0,29.8,37.64,36.5,29.9,39.787234042553195,38.0,32.0,39.0,39.0,31.0,40.388888888888886,39.5,29.0
ADI-47084,358.0,126.0,10.0,0.001022670140317199,94.05084745762713,94.05084745762713,82.25235404896422,82.25235404896422,127.42372881355932,127.42372881355932,130.79472693032014,130.79472693032014,39.41706161137441,38.0,31.0,39.36065573770492,39.0,29.0,40.88461538461539,40.0,32.0,37.97959183673469,38.0,29.0,39.36734693877551,38.0,31.8,38.54545454545455,36.5,27.2,40.42857142857143,40.0,32.0
ADI-47087,252.0,70.0,10.0,0.0007560483870967742,82.74295774647887,82.74295774647887,84.7394366197183,84.7394366197183,76.30985915492957,76.30985915492957,76.0880281690141,76.0880281690141,39.344497607655505,39.0,30.0,40.73770491803279,41.0,30.0,39.714285714285715,39.0,30.8,37.15384615384615,36.0,29.0,39.57446808510638,38.0,32.0,39.27777777777778,39.5,29.7,40.47826086956522,40.0,30.1
ADI-47292,210.0,34.0,10.0,0.0006466791486007095,61.44578313253012,61.44578313253012,63.25301204819278,63.25301204819278,60.54216867469879,60.54216867469879,61.62650602409638,61.62650602409638,39.36190476190476,38.0,30.0,39.88333333333333,39.5,29.9,40.19607843137255,40.0,31.0,37.66,36.0,29.9,39.59183673469388,38.0,31.6,36.904761904761905,37.0,28.0,40.75555555555555,40.0,32.0
ADI-47200,333.0,53.0,11.0,0.0010096722355295473,96.19999999999999,96.19999999999999,111.59200000000001,111.59200000000001,90.57600000000001,90.57600000000001,105.67200000000001,105.67200000000001,39.00454545454546,38.0,29.0,39.87692307692308,40.0,29.4,39.49090909090909,39.0,31.0,36.75471698113208,36.0,27.0,39.765957446808514,38.0,30.6,37.69230769230769,37.0,28.0,40.255319148936174,40.0,31.0
ADI-47089,74.0,41.0,3.0,0.00020218579234972678,27.442020665901264,27.442020665901264,18.776119402985074,18.776119402985074,20.47531572904707,20.47531572904707,20.645235361653274,20.645235361653274,39.229665071770334,39.0,30.0,39.38095238095238,39.0,31.0,40.16,39.0,30.9,37.958333333333336,38.0,27.4,39.333333333333336,38.0,29.7,38.541666666666664,39.0,31.6,40.04494382022472,39.0,31.0
ADI-47090,231.0,26.0,12.0,0.0006944444444444445,75.04109589041096,75.04109589041096,75.71917808219179,75.71917808219179,62.83561643835616,62.83561643835616,56.73287671232876,56.73287671232876,39.02325581395349,39.0,29.400000000000002,39.666666666666664,40.0,30.0,39.2037037037037,39.0,31.3,38.02173913043478,38.5,26.5,38.89795918367347,36.0,28.0,39.793103448275865,41.0,31.6,39.35164835164835,39.0,30.0
ADI-47202,208.0,52.0,7.0,0.0007570711537691589,66.81453154875716,66.81453154875716,65.82026768642447,65.82026768642447,55.08221797323135,55.08221797323135,56.27533460803059,56.27533460803059,39.17972350230415,38.0,30.0,39.5,39.5,30.5,39.32142857142857,38.0,28.0,38.212765957446805,37.0,29.6,39.520833333333336,38.0,31.4,36.892857142857146,34.0,26.0,40.170212765957444,40.5,30.0
ADI-47203,186.0,56.0,6.0,0.0005974099388457783,54.76239669421487,54.76239669421487,57.06818181818182,57.06818181818182,52.64876033057851,52.64876033057851,52.07231404958677,52.07231404958677,39.62380952380953,38.5,30.0,41.3448275862069,42.0,30.0,39.74545454545454,40.0,30.4,37.87755102040816,37.0,29.0,39.1875,38.0,32.0,42.142857142857146,42.0,33.0,40.20652173913044,40.5,30.0
ADI-47294,266.0,60.0,10.0,0.0009382716049382716,82.35137701804369,82.35137701804369,87.9088319088319,87.9088319088319,73.76258309591643,73.76258309591643,78.30959164292497,78.30959164292497,39.22222222222222,39.0,30.0,40.25423728813559,41.0,30.0,39.075471698113205,39.0,30.0,38.041666666666664,38.0,28.7,39.297872340425535,38.0,32.0,37.68181818181818,38.0,30.2,40.18888888888889,40.5,30.0
ADI-47091,145.0,43.0,6.0,0.0004816379676870748,48.33333333333333,48.33333333333333,45.804263565891475,45.804263565891475,35.26647286821705,35.26647286821705,43.13468992248062,43.13468992248062,39.265116279069765,39.0,30.0,40.87301587301587,42.0,32.0,38.625,38.5,29.0,38.130434782608695,38.0,30.0,39.0,37.0,30.9,38.93103448275862,38.0,29.8,40.1,40.0,30.0
ADI-47296,247.0,59.0,8.0,0.0007439534953766453,95.6284046692607,95.6284046692607,69.19844357976653,69.19844357976653,69.19844357976653,69.19844357976653,70.39980544747081,70.39980544747081,39.16831683168317,38.0,30.1,39.73684210526316,39.0,32.0,39.34,38.0,29.9,37.91489361702128,37.0,29.6,39.541666666666664,37.5,31.4,41.166666666666664,42.0,32.7,39.2247191011236,38.0,30.0
ADI-47092,47.0,24.0,2.0,0.00011772220065373393,14.052631578947368,14.052631578947368,15.157894736842104,15.157894736842104,11.631578947368421,11.631578947368421,12.578947368421053,12.578947368421053,39.04694835680751,38.0,30.0,40.152542372881356,40.0,31.8,38.73684210526316,38.0,30.6,38.04081632653061,38.0,30.0,39.083333333333336,37.0,29.4,39.375,38.5,33.0,39.47826086956522,39.0,30.1
ADI-47206,225.0,53.0,8.0,0.0008342726625533935,69.66791393826006,69.66791393826006,70.9307764265669,70.9307764265669,66.72123479887746,66.72123479887746,73.24602432179607,73.24602432179607,39.21800947867298,38.0,30.0,39.516129032258064,39.5,30.0,39.27777777777778,38.0,29.0,38.297872340425535,38.0,30.0,39.666666666666664,38.0,32.0,37.95652173913044,37.0,29.0,39.763440860215056,40.0,30.0
ADI-47094,341.0,83.0,12.0,0.0010950475591036666,122.91860465116278,122.91860465116278,100.65295169946333,100.65295169946333,95.77280858676208,95.77280858676208,87.84257602862255,87.84257602862255,39.99526066350711,39.0,31.0,41.016129032258064,41.0,33.0,40.7037037037037,41.0,29.6,38.041666666666664,37.0,29.7,39.829787234042556,38.0,31.6,40.30434782608695,41.0,32.4,41.01075268817204,41.0,31.200000000000003
ADI-47207,179.0,32.0,9.0,0.0006363969268072428,50.817796610169495,50.817796610169495,57.075211864406775,57.075211864406775,50.4385593220339,50.4385593220339,55.7478813559322,55.7478813559322,39.129629629629626,38.0,30.0,38.890625,39.0,29.0,40.232142857142854,40.0,30.0,37.8125,36.5,30.0,39.479166666666664,38.0,31.7,38.6,35.0,28.4,39.757894736842104,40.0,29.8
ADI-47208,383.0,90.0,11.0,0.0011834136695093314,153.13178984861977,153.13178984861977,130.2813891362422,130.2813891362422,83.89848619768478,83.89848619768478,77.75957257346393,77.75957257346393,39.26066350710901,38.0,30.0,40.45762711864407,40.0,32.0,39.57692307692308,39.0,31.0,37.48076923076923,36.5,29.1,39.375,38.0,31.7,42.05555555555556,42.5,32.7,39.655913978494624,39.0,31.200000000000003
ADI-47095,188.0,38.0,9.0,0.0006544138123085492,58.51913133402275,58.51913133402275,59.685625646328845,59.685625646328845,49.57600827300931,49.57600827300931,54.82523267838676,54.82523267838676,39.75845410628019,39.0,31.0,40.69491525423729,42.0,31.0,40.716981132075475,40.0,32.0,37.3469387755102,36.0,28.8,40.02173913043478,38.0,32.0,42.0,43.5,31.9,40.42391304347826,40.0,31.1
ADI-47096,203.0,35.0,8.0,0.0007614403600900225,69.74683544303797,69.74683544303797,67.36075949367088,67.36075949367088,55.797468354430386,55.797468354430386,54.14556962025316,54.14556962025316,39.40865384615385,39.0,30.0,40.557377049180324,41.0,31.0,38.85454545454545,39.0,30.0,38.266666666666666,38.0,30.4,39.659574468085104,38.0,31.6,38.07692307692308,38.0,28.0,40.233333333333334,40.0,30.0
ADI-47097,205.0,37.0,9.0,0.0008107894320518905,61.761530912659474,61.761530912659474,56.732090284592736,56.732090284592736,58.743866535819436,58.743866535819436,59.95093228655544,59.95093228655544,39.333333333333336,39.0,30.0,41.41379310344828,41.5,32.7,39.18181818181818,39.0,29.0,37.431372549019606,36.0,29.0,39.02040816326531,37.0,30.8,40.391304347826086,39.0,32.0,40.31111111111111,39.0,30.0
ADI-47298,232.0,49.0,8.0,0.0008217770929635337,65.96078431372548,65.96078431372548,70.96470588235294,70.96470588235294,72.32941176470588,72.32941176470588,72.55686274509804,72.55686274509804,39.14691943127962,38.0,30.0,39.416666666666664,39.0,29.9,39.75,39.0,31.1,37.83673469387755,36.0,30.0,39.48,37.5,31.8,36.285714285714285,35.0,30.0,40.32967032967033,40.0,31.0
ADI-47299,228.0,68.0,8.0,0.0007249003262051468,70.19213973799127,70.19213973799127,64.21834061135371,64.21834061135371,65.96069868995633,65.96069868995633,58.74235807860262,58.74235807860262,39.53883495145631,39.0,31.0,41.19642857142857,41.0,31.0,39.76,39.5,31.9,37.73076923076923,37.0,29.1,39.333333333333336,38.0,31.7,39.94117647058823,39.0,33.2,40.62921348314607,40.0,31.0
ADI-47098,89.0,31.0,4.0,0.00023490287162162163,29.488595438175267,29.488595438175267,25.85594237695078,25.85594237695078,23.505402160864346,23.505402160864346,22.116446578631454,22.116446578631454,39.421052631578945,39.0,29.0,40.295081967213115,40.0,30.0,39.129629629629626,38.5,29.3,38.48936170212766,38.0,29.200000000000003,39.5531914893617,38.0,29.6,37.958333333333336,39.0,28.0,40.21978021978022,39.0,31.0
ADI-47212,175.0,48.0,7.0,0.0005187260089220873,57.87671232876712,57.87671232876712,52.3972602739726,52.3972602739726,48.28767123287671,48.28767123287671,49.486301369863014,49.486301369863014,39.345971563981045,38.0,30.0,40.21311475409836,40.0,30.0,40.01960784313726,40.0,31.0,37.42,36.0,28.0,39.53061224489796,38.0,31.6,40.541666666666664,40.5,31.3,40.01136363636363,39.5,30.700000000000003
ADI-47214,172.0,44.0,7.0,0.000615380211948394,61.913214990138066,61.913214990138066,48.17357001972386,48.17357001972386,43.59368836291914,43.59368836291914,43.76331360946746,43.76331360946746,39.05769230769231,38.5,30.0,39.28813559322034,40.0,29.8,39.46153846153846,38.5,30.0,37.87755102040816,37.0,29.0,39.541666666666664,38.0,30.7,38.1,36.5,29.7,39.64835164835165,40.0,30.0
ADI-47102,280.0,34.0,12.0,0.0009410499428648249,80.26315789473685,80.26315789473685,93.15789473684211,93.15789473684211,86.05263157894737,86.05263157894737,86.57894736842105,86.57894736842105,39.51184834123223,39.0,31.0,40.416666666666664,40.5,30.9,39.63157894736842,39.0,31.6,37.680851063829785,36.0,29.6,40.04255319148936,38.0,32.0,39.166666666666664,40.0,27.0,40.25806451612903,40.0,32.0
ADI-47103,96.0,35.0,3.0,0.0003357148102686768,23.904761904761905,23.904761904761905,29.714285714285715,29.714285714285715,27.904761904761905,27.904761904761905,30.476190476190474,30.476190476190474,38.755868544600936,39.0,29.0,40.3728813559322,40.0,31.6,38.125,39.0,29.0,37.183673469387756,36.0,28.400000000000002,39.10204081632653,38.0,31.0,37.68181818181818,37.0,29.0,39.655913978494624,40.0,29.200000000000003
ADI-47107,272.0,46.0,11.0,0.0009978721843128622,75.34012219959267,75.34012219959267,84.20366598778003,84.20366598778003,76.72505091649694,76.72505091649694,80.32586558044807,80.32586558044807,39.410628019323674,39.0,31.0,39.827586206896555,39.5,30.7,39.79245283018868,40.0,31.0,38.340425531914896,37.0,30.6,39.53061224489796,38.0,32.0,37.57142857142857,36.0,31.0,40.333333333333336,41.0,30.9
ADI-47220,343.0,149.0,8.0,0.001104349785891368,103.09664209664209,103.09664209664209,89.05077805077805,89.05077805077805,108.71498771498771,108.71498771498771,105.62489762489763,105.62489762489763,39.687203791469194,39.0,31.0,40.34426229508197,40.0,32.0,40.94117647058823,40.0,32.0,37.72549019607843,37.0,29.0,39.604166666666664,38.0,32.0,42.095238095238095,41.0,34.0,40.27472527472528,40.0,32.0
ADI-47111,238.0,35.0,11.0,0.0008382938255080836,63.316508937960045,63.316508937960045,74.57833859095689,74.57833859095689,65.81913774973712,65.81913774973712,68.07150368033649,68.07150368033649,39.430622009569376,39.0,30.0,40.271186440677965,39.0,32.8,40.43396226415094,40.0,29.2,37.46938775510204,36.0,28.0,39.291666666666664,37.5,31.7,40.17391304347826,41.0,33.0,40.39325842696629,40.0,31.6
ADI-47303,211.0,43.0,8.0,0.0007087338855411569,68.71573137074516,68.71573137074516,62.50413983440662,62.50413983440662,65.02759889604415,65.02759889604415,55.904323827046916,55.904323827046916,39.743961352657,39.0,30.0,41.186440677966104,41.0,31.8,39.888888888888886,39.5,30.0,37.87234042553192,37.0,30.0,39.638297872340424,38.0,32.0,41.04545454545455,42.5,29.1,40.45054945054945,40.0,31.0
ADI-47221,210.0,50.0,6.0,0.0006084311169056931,74.19741697416974,74.19741697416974,58.505535055350556,58.505535055350556,61.41143911439114,61.41143911439114,61.79889298892989,61.79889298892989,39.48571428571429,39.0,30.0,40.47540983606557,39.0,32.0,39.57692307692308,39.0,30.0,38.1,37.5,29.9,39.57446808510638,38.0,31.6,38.583333333333336,37.0,32.0,40.46067415730337,40.0,30.0
ADI-47222,278.0,48.0,12.0,0.0009737985147821213,102.73374888691006,102.73374888691006,77.9786286731968,77.9786286731968,67.08637577916296,67.08637577916296,89.11843276936777,89.11843276936777,39.13744075829384,38.0,29.0,39.644067796610166,39.0,30.0,39.666666666666664,39.5,28.0,37.568627450980394,37.0,29.0,39.59574468085106,38.0,32.6,38.25,38.0,29.200000000000003,40.03370786516854,40.0,29.0
ADI-47305,278.0,33.0,11.0,0.0008218845991243086,89.08419243986255,89.08419243986255,87.17353951890034,87.17353951890034,75.47079037800687,75.47079037800687,79.76975945017182,79.76975945017182,39.15492957746479,38.0,30.0,39.904761904761905,39.0,31.0,39.86538461538461,38.5,30.1,37.55102040816327,37.0,28.8,39.04081632653061,38.0,30.8,39.95454545454545,38.0,30.2,39.87096774193548,39.0,31.0
ADI-47114,174.0,35.0,8.0,0.0006470277626969902,51.376543209876544,51.376543209876544,51.913580246913575,51.913580246913575,45.11111111111111,45.11111111111111,52.62962962962963,52.62962962962963,39.86666666666667,39.0,31.0,41.654545454545456,43.0,33.0,40.89090909090909,41.0,31.4,37.64,36.5,29.9,39.0,37.5,30.9,43.5,44.0,34.0,40.77777777777778,41.0,31.0
ADI-47226,204.0,46.0,7.0,0.0007194396834465393,62.62613981762918,62.62613981762918,55.59878419452887,55.59878419452887,58.285714285714285,58.285714285714285,60.55927051671732,60.55927051671732,39.570093457943926,38.5,31.0,40.644067796610166,40.0,32.0,40.160714285714285,38.5,32.0,37.78,37.5,29.0,39.42857142857143,38.0,31.6,41.208333333333336,41.5,32.3,40.1978021978022,39.0,32.0
ADI-47227,222.0,52.0,10.0,0.0007064574025279719,72.45693563009974,72.45693563009974,60.98458748866727,60.98458748866727,55.75158658204895,55.75158658204895,66.21758839528559,66.21758839528559,40.04205607476636,39.0,31.0,41.54838709677419,41.0,34.0,41.054545454545455,40.0,31.8,37.78,37.0,29.0,39.276595744680854,38.0,31.6,44.10344827586207,46.0,34.8,40.39772727272727,40.0,32.0
ADI-47118,184.0,43.0,8.0,0.0006814814814814815,63.46161934805468,63.46161934805468,55.335436382755,55.335436382755,43.92008412197686,43.92008412197686,48.56361724500526,48.56361724500526,39.80288461538461,39.0,30.0,41.220338983050844,42.0,32.0,40.38461538461539,39.5,30.0,37.875,37.0,28.7,39.36734693877551,38.0,31.6,40.63636363636363,41.5,31.1,40.87640449438202,40.0,31.6
ADI-47306,177.0,44.0,7.0,0.0004966998922413793,44.15876288659794,44.15876288659794,52.73505154639175,52.73505154639175,54.012371134020626,54.012371134020626,54.924742268041236,54.924742268041236,39.43601895734597,38.0,30.0,40.225806451612904,41.5,31.1,40.129629629629626,39.0,31.0,37.6875,36.5,29.0,39.38297872340426,38.0,31.6,39.36363636363637,36.0,27.1,40.37234042553192,40.0,31.3
ADI-47267,180.0,49.0,7.0,0.0005595135961803872,54.16822429906542,54.16822429906542,49.794392523364486,49.794392523364486,53.49532710280374,53.49532710280374,48.95327102803738,48.95327102803738,39.265,38.0,31.0,39.125,38.0,31.0,40.183673469387756,39.0,32.0,38.43478260869565,38.0,30.5,39.285714285714285,38.0,31.6,38.1578947368421,40.0,30.6,39.94186046511628,39.0,32.0
ADI-47307,298.0,50.0,10.0,0.000952125348260614,106.31204379562044,106.31204379562044,82.65693430656934,82.65693430656934,87.55109489051095,87.55109489051095,88.36678832116789,88.36678832116789,38.755760368663594,38.0,30.0,38.71875,38.5,31.0,39.38181818181818,38.0,30.0,37.3,35.5,28.9,39.604166666666664,38.0,31.7,37.5,36.0,31.0,39.410526315789475,38.0,30.0
ADI-47228,260.0,66.0,8.0,0.0008942328857583095,84.78793590951932,84.78793590951932,79.88689915174363,79.88689915174363,67.38925541941565,67.38925541941565,68.36946277097078,68.36946277097078,39.44600938967136,39.0,31.0,40.10344827586207,40.5,31.7,40.7962962962963,40.5,30.3,37.568627450980394,37.0,29.0,39.14,37.5,31.9,41.833333333333336,41.5,33.3,40.05681818181818,40.0,30.700000000000003
ADI-47310,288.0,114.0,8.0,0.0010621427254287295,71.68885047536733,71.68885047536733,68.20397579948141,68.20397579948141,104.7951598962835,104.7951598962835,116.24546240276577,116.24546240276577,39.21153846153846,38.0,30.0,39.983333333333334,39.5,32.0,39.64,38.0,29.700000000000003,37.51020408163265,36.0,29.0,39.53061224489796,38.0,32.0,38.8421052631579,38.0,28.8,40.032967032967036,39.0,31.0
ADI-47229,160.0,52.0,6.0,0.0005030497390429479,51.73056994818653,51.73056994818653,43.60621761658031,43.60621761658031,44.26943005181347,44.26943005181347,40.12435233160622,40.12435233160622,38.57746478873239,38.0,29.0,38.317460317460316,40.0,26.2,39.30769230769231,38.0,30.0,37.48,37.0,28.9,39.270833333333336,38.0,30.7,35.2,33.0,24.0,39.75555555555555,39.0,31.0
ADI-47230,223.0,60.0,6.0,0.0006546731331540566,61.13395638629283,61.13395638629283,72.94392523364486,72.94392523364486,63.68120456905504,63.68120456905504,68.5441329179647,68.5441329179647,39.40096618357488,38.0,30.0,40.355932203389834,41.0,30.8,39.21153846153846,39.0,30.1,38.083333333333336,37.5,30.0,39.75,38.0,32.0,39.05555555555556,37.5,31.7,39.96774193548387,40.0,30.0
ADI-47124,360.0,81.0,13.0,0.0011337225780851425,130.87971274685816,130.87971274685816,107.61220825852783,107.61220825852783,87.25314183123878,87.25314183123878,97.9174147217235,97.9174147217235,39.22935779816514,39.0,30.0,39.301587301587304,40.0,30.2,40.45454545454545,40.0,31.0,37.63461538461539,38.0,28.1,39.458333333333336,38.0,29.4,38.34615384615385,38.5,29.5,40.26086956521739,40.0,31.1
ADI-47125,189.0,30.0,9.0,0.0006039689387402934,51.39790076335878,51.39790076335878,59.333015267175576,59.333015267175576,53.20133587786259,53.20133587786259,55.906488549618324,55.906488549618324,39.44444444444444,39.0,30.0,40.671875,40.5,32.0,39.054545454545455,38.0,28.4,38.191489361702125,38.0,30.6,39.48,38.0,31.8,39.72,39.0,32.0,39.97872340425532,39.0,29.3
ADI-47127,291.0,62.0,9.0,0.000999052445103613,102.07853403141361,102.07853403141361,85.31937172774869,85.31937172774869,79.73298429319371,79.73298429319371,77.95549738219896,77.95549738219896,38.97142857142857,39.0,30.0,39.275862068965516,39.5,30.0,39.163636363636364,40.0,30.0,38.270833333333336,38.0,29.7,39.08163265306123,38.0,31.8,36.57142857142857,36.5,29.7,40.09411764705882,40.0,30.0
ADI-47234,300.0,125.0,8.0,0.00102880658436214,65.70915619389586,65.70915619389586,84.29084380610414,84.29084380610414,113.91382405745063,113.91382405745063,116.06822262118492,116.06822262118492,39.4218009478673,38.0,31.0,40.78333333333333,40.0,32.8,39.24074074074074,38.0,29.0,37.875,37.0,29.7,39.46938775510204,38.0,31.8,39.458333333333336,38.0,31.900000000000002,40.21111111111111,39.0,31.0
ADI-47312,140.0,60.0,4.0,0.00041862523472914947,49.06610703043022,49.06610703043022,39.51731374606506,39.51731374606506,36.43231899265477,36.43231899265477,36.72612801678909,36.72612801678909,39.083743842364534,38.0,31.0,39.92727272727273,40.0,32.0,39.411764705882355,38.0,32.0,37.36,37.0,28.0,39.57446808510638,38.0,32.0,39.72222222222222,41.0,32.0,39.67045454545455,38.0,31.700000000000003
ADI-47236,128.0,50.0,5.0,0.0004254668501492458,39.08196721311475,39.08196721311475,36.59016393442623,36.59016393442623,36.98360655737705,36.98360655737705,42.885245901639344,42.885245901639344,39.533018867924525,38.5,31.0,40.516666666666666,41.0,32.9,39.607142857142854,38.5,30.5,38.125,37.5,30.7,39.625,38.0,30.7,39.95652173913044,36.0,33.0,40.10752688172043,40.0,31.0
ADI-47249,311.0,79.0,11.0,0.000970931376068883,111.39454545454545,111.39454545454545,87.08000000000001,87.08000000000001,82.27363636363636,82.27363636363636,77.18454545454546,77.18454545454546,38.73205741626794,38.0,29.0,38.2,38.0,29.0,39.716981132075475,39.0,29.2,37.52,36.0,29.0,39.608695652173914,38.0,32.0,37.17391304347826,35.0,27.4,39.355555555555554,39.0,29.0
ADI-47129,224.0,35.0,10.0,0.0006331976481230212,72.41941747572815,72.41941747572815,68.50485436893203,68.50485436893203,65.0252427184466,65.0252427184466,61.32815533980583,61.32815533980583,39.11059907834101,38.0,30.0,39.666666666666664,40.0,29.2,40.23076923076923,38.0,31.0,37.16981132075472,37.0,28.2,39.30612244897959,38.0,32.0,40.214285714285715,38.0,29.0,39.827586206896555,39.0,30.6
ADI-47131,171.0,58.0,7.0,0.0005524790477975148,51.48568608094768,51.48568608094768,44.058242843040475,44.058242843040475,52.836130306021715,52.836130306021715,53.680157946692994,53.680157946692994,38.629629629629626,38.0,30.0,38.833333333333336,38.5,30.5,39.04,39.0,31.0,37.53846153846154,37.0,29.0,39.104166666666664,38.0,30.7,37.925925925925924,39.0,30.4,39.2247191011236,39.0,31.0
ADI-47246,323.0,121.0,9.0,0.001130952380952381,89.18861512319457,89.18861512319457,79.03483432455396,79.03483432455396,111.14273576890399,111.14273576890399,113.33814783347493,113.33814783347493,38.97073170731707,38.0,30.0,39.24074074074074,39.0,31.0,39.407407407407405,40.0,29.0,38.04081632653061,37.0,29.0,39.125,38.0,32.0,38.578947368421055,39.0,30.0,39.48314606741573,40.0,30.6
ADI-47133,249.0,68.0,8.0,0.0008783068783068783,83.07649769585254,83.07649769585254,65.86451612903225,65.86451612903225,72.06082949308755,72.06082949308755,72.74930875576037,72.74930875576037,39.119617224880386,38.0,30.8,38.868852459016395,39.0,31.0,40.01923076923077,39.0,31.1,37.57142857142857,36.0,28.6,40.06382978723404,38.0,32.0,39.09090909090909,36.5,31.1,39.472527472527474,39.0,31.0
ADI-47134,249.0,67.0,10.0,0.0009172960029471358,91.7003710575139,91.7003710575139,72.99072356215214,72.99072356215214,67.67810760667903,67.67810760667903,56.359925788497215,56.359925788497215,39.242009132420094,38.0,30.0,39.698412698412696,39.0,30.4,40.36842105263158,40.0,30.6,37.42307692307692,36.5,29.0,39.276595744680854,38.0,31.6,41.69230769230769,41.5,31.5,39.5531914893617,38.5,30.3
ADI-47316,198.0,42.0,9.0,0.0005468404772425983,69.75449101796407,69.75449101796407,62.64071856287425,62.64071856287425,46.041916167664674,46.041916167664674,47.4251497005988,47.4251497005988,39.138888888888886,39.0,29.0,40.79365079365079,42.0,31.0,38.31578947368421,37.0,28.6,38.166666666666664,38.0,29.4,38.916666666666664,36.5,29.4,39.52,40.0,29.8,39.642105263157895,40.0,29.4
ADI-47239,186.0,36.0,7.0,0.0005158799497433081,58.55230914231856,58.55230914231856,57.32516493873704,57.32516493873704,53.4684260131951,53.4684260131951,51.540056550424126,51.540056550424126,39.4212962962963,38.0,31.0,40.12307692307692,41.0,31.4,40.056603773584904,39.0,31.0,37.755102040816325,37.0,30.0,39.46938775510204,38.0,30.8,40.370370370370374,42.0,31.6,40.010989010989015,39.0,31.0
ADI-47240,221.0,69.0,7.0,0.0006286624566194459,80.66696269982238,80.66696269982238,57.50710479573713,57.50710479573713,55.740674955595026,55.740674955595026,61.62877442273534,61.62877442273534,39.25229357798165,38.0,29.700000000000003,39.828125,39.5,29.0,40.629629629629626,41.0,31.3,37.333333333333336,36.0,29.0,38.97959183673469,38.0,30.8,38.65384615384615,38.0,29.0,40.630434782608695,41.0,31.0
ADI-47241,293.0,42.0,12.0,0.0009529756909886879,100.9774011299435,100.9774011299435,83.59604519774011,83.59604519774011,77.80225988700565,77.80225988700565,72.560263653484,72.560263653484,39.46082949308756,39.0,30.6,39.96825396825397,41.0,31.4,40.19298245614035,39.0,30.6,38.10204081632653,37.0,29.0,39.3125,37.5,30.7,38.77777777777778,40.0,30.0,40.45161290322581,40.0,31.0
ADI-47139,282.0,62.0,8.0,0.0008377896613190731,99.11747851002865,99.11747851002865,102.88825214899713,102.88825214899713,64.64183381088826,64.64183381088826,66.25787965616045,66.25787965616045,38.87793427230047,39.0,29.0,39.94915254237288,40.0,31.8,38.421052631578945,39.0,28.6,38.104166666666664,39.0,27.4,38.87755102040816,37.0,29.8,38.2,39.0,33.0,39.472527472527474,40.0,29.0
ADI-47181,191.0,47.0,7.0,0.0005221147012191788,67.68530207394049,67.68530207394049,62.17403065825068,62.17403065825068,46.32912533814247,46.32912533814247,54.25157799819657,54.25157799819657,38.6875,38.0,30.0,37.86666666666667,38.0,30.0,39.94,39.5,30.9,37.734693877551024,37.0,29.0,39.36734693877551,38.0,32.0,37.35,37.0,30.0,39.13333333333333,39.0,30.0
ADI-47248,381.0,125.0,13.0,0.001117013791162398,108.42287234042554,108.42287234042554,93.22340425531915,93.22340425531915,132.74202127659575,132.74202127659575,141.86170212765956,141.86170212765956,39.177570093457945,38.0,30.0,40.967213114754095,41.0,32.0,38.48076923076923,37.0,29.1,37.48076923076923,37.0,29.1,39.48979591836735,38.0,32.0,40.13636363636363,39.5,30.0,39.747252747252745,39.0,31.0
